,Network Id,Retailer LocId,Retailer Location Name,Agency #,Activation Start Date,Activation End Date,Vacation Start1,Vacation End1,Vacation Start2,Vacation End2,Vacation Start3,Vacation End3,Vacation Start4,Vacation End4,Holiday1,Holiday2,Holiday3,Holiday4,Location Address,Location City,Location Region,Location Postalcode,Location Phone,Location Email,Location Direction,Working Days,Opening Hr Day1,Opening Hr Day2,Opening Hr Day3,Opening Hr Day4,Opening Hr Day5,Opening Hr Day6,Opening Hr Day7,Opening Hrs Holiday,Lattitude,Longitude,Is Active,Last Update,Unique Key,Location Address2
,FRMRS,3875,TABAC PRESSE FDJ,7170,2-1-2016,,1-3-2016,5-3-2016,,,,,,,,,,,24BIS RUE DU GENERAL LECLERC,BLAINVILLE-SUR-L'EAU,,54360,,,PRES DE LA MAIRIE,"Mon,Tue,Wed,Thu,Fri,Sat","00:00 - 00:00,00:00 - 00:00","06:30 - 19:00,00:00 - 00:00","06:30 - 19:00,00:00 - 00:00","06:30 - 19:00,00:00 - 00:00","06:30 - 19:00,00:00 - 00:00","06:30 - 19:30,00:00 - 00:00","06:30 - 19:30,00:00 - 00:00",,"48,555565","6,405439",Y,01-MAR-16 10.47.35.686181000 AM,D3C0C745C5D1B5E58890A9C2685E15D8,
,FRMRS,3905,SPAR,7226,14-5-2013,,,,,,,,,,,,,,8 RUE DE LA PAIX,BRIEC,,29510,,,CENTRE VILLE,"Sun,Mon,Tue,Wed,Thu,Fri,Sat","09:00 - 12:30,00:00 - 00:00","08:00 - 19:30,00:00 - 00:00","08:00 - 19:30,00:00 - 00:00","08:00 - 19:30,00:00 - 00:00","08:00 - 19:30,00:00 - 00:00","08:00 - 19:30,00:00 - 00:00","08:00 - 19:30,00:00 - 00:00",,"48,103073","-3,9990451",Y,01-MAR-16 10.47.35.686181000 AM,3D73A23B62DAB9CFE3D66A40ABE6F072,
,FRMRS,3913,BREIZH PHOTO,7226,29-4-2008,,,,,,,,,,,,,,2 PLACE DU CENTRE,BEGARD,,22140,,,PLACE DU MARCHE,"Tue,Wed,Thu,Fri,Sat","00:00 - 00:00,00:00 - 00:00","00:00 - 00:00,00:00 - 00:00","09:00 - 12:00,14:00 - 19:00","09:00 - 12:00,14:00 - 19:00","09:00 - 12:00,14:00 - 19:00","09:00 - 12:00,14:00 - 19:00","09:00 - 12:00,14:00 - 18:00",,"48,629562","-3,3003237",Y,01-MAR-16 10.47.35.686181000 AM,83F3D347EAD05E7B7911E3B966FDA2F4,
,FRMRS,3921,LE RELAIS PHONE,2542,7-11-2013,,,,,,,,,,4-10-2014,,,,46 RUE PELLEPORT,PARIS,,75020,,,METRO PELLEPORT,"Tue,Wed,Thu,Fri,Sat","00:00 - 00:00,00:00 - 00:00","00:00 - 00:00,00:00 - 00:00","10:30 - 19:00,00:00 - 00:00","10:30 - 19:00,00:00 - 00:00","10:30 - 19:00,00:00 - 00:00","10:30 - 12:00,15:00 - 19:00","10:30 - 19:00,00:00 - 00:00",,"48,864998","2,4042892",Y,01-MAR-16 10.47.35.985853000 AM,215E383EE4FE37ED39D573336ED1400D,
,FRMRS,3930,BAR DES SPORTS,7226,23-10-2008,,,,,,,,,,2-11-2013,,,,10 PLACE DE LA MAIRIE,ST THEGONNEC,,29410,,,10 PLACE DE LA MAIRIE,"Sun,Mon,Tue,Wed,Thu,Fri,Sat","09:00 - 16:00,00:00 - 00:00","07:00 - 20:00,00:00 - 00:00","07:00 - 20:00,00:00 - 00:00","07:00 - 20:00,00:00 - 00:00","07:00 - 20:00,00:00 - 00:00","07:00 - 20:00,00:00 - 00:00","08:00 - 20:00,00:00 - 00:00",,"48,52076","-3,9467657",Y,01-MAR-16 10.47.35.985853000 AM,B196F77173DE909FBAF40438C1B3EEB5,
,FRMRS,3948,PROXI,7226,30-10-2008,,14-2-2016,23-2-2016,,,,,,,2-11-2013,23-10-2015,,,55 RUE GUILLAUME LE CONQUERANT,AMBRIERES LES VALLEES,,53300,,,EN FACE DU PHOTOPGRAPHE,"Sun,Tue,Wed,Thu,Fri,Sat","08:00 - 12:30,00:00 - 00:00","00:00 - 00:00,00:00 - 00:00","08:00 - 12:30,14:00 - 19:30","08:00 - 12:30,14:00 - 19:30","08:00 - 12:30,14:00 - 19:30","08:00 - 12:30,14:00 - 19:30","08:00 - 12:30,14:00 - 19:30",,"48,399597","-0,6307074",Y,01-MAR-16 10.47.35.985853000 AM,0875CEB01F1C73CA528ACCFB4F2AD7D3,
,FRMRS,3964,QUINCAILLERIE DE LA HAGUE,6556,5-2-2015,,,,,,,,,,,,,,25 RUE DU MILLECENT,BEAUMONT HAGUE,,50440,,,RUE PRINCIPALE EN ALLANT SUR   BEAUMONT HAGUE,"Tue,Wed,Thu,Fri,Sat","00:00 - 00:00,00:00 - 00:00","00:00 - 00:00,00:00 - 00:00","09:00 - 12:30,14:00 - 19:00","09:00 - 12:30,14:00 - 19:00","09:00 - 12:30,14:00 - 19:00","09:00 - 12:30,14:00 - 19:00","09:00 - 12:30,14:00 - 19:00",,"49,6630407","-1,8321193",Y,01-MAR-16 10.47.35.985853000 AM,4A21388496CF5449944978DA35F66742,
,FRMRS,3972,CB DIFFUSION - RELAIS XL,3018,31-8-2004,,,,,,,,,,2-11-2013,14-11-2015,10-8-2013,17-8-2013,7 BD GAMBETTA,CUERS,,83390,,,ZA ECOLE DE DANSE              MENUISERIE,"Tue,Wed,Thu,Fri,Sat","00:00 - 00:00,00:00 - 00:00","00:00 - 00:00,00:00 - 00:00","09:00 - 12:00,14:30 - 18:00","09:00 - 12:00,14:30 - 18:00","09:00 - 12:00,14:30 - 18:00","09:00 - 12:00,14:30 - 18:00","09:00 - 12:00,14:30 - 17:00",,"43,23897","6,0771904",Y,01-MAR-16 10.47.35.985853000 AM,346161661D6E2A67AF079850A51B3984,
,FRMRS,3999,BAR DU COMMERCE,7200,,,,,,,,,,,,,,,17 RUE ARTHUR LAMBERT,TOURY,,28310,,,,"Sun,Mon,Tue,Wed,Thu,Fri,Sat","06:30 - 21:00,00:00 - 00:00","06:30 - 09:00,00:00 - 00:00","06:30 - 21:00,00:00 - 00:00","06:30 - 21:00,00:00 - 00:00","06:30 - 21:00,00:00 - 00:00","06:30 - 21:00,00:00 - 00:00","06:30 - 21:00,00:00 - 00:00",,"48,1939331","1,9391344",Y,01-MAR-16 10.47.35.985853000 AM,774EA5398014B40033212C86708E331A,
,FRMRS,4014,ANAISTUDIO,5118,6-4-2012,,,,,,,,,,7-11-2015,,,,PLACE DE L'HOTEL DE VILLE,CHATEAU THIERRY,,2400,,,EN FACE  DE L'HOTEL DE VILLE,"Tue,Wed,Thu,Fri,Sat","00:00 - 00:00,00:00 - 00:00","00:00 - 00:00,00:00 - 00:00","09:00 - 12:15,14:00 - 19:00","09:00 - 12:15,14:00 - 19:00","09:00 - 12:15,14:00 - 19:00","09:00 - 12:15,14:00 - 19:00","09:00 - 12:15,14:00 - 19:00",,"49,045982","3,402662",Y,01-MAR-16 10.47.35.985853000 AM,A7C55F4B9DF4EAB0BD8700C93DD3E584,
,FRMRS,4049,TRASTOUR FLEURS,3018,30-11-2014,,,,,,,,,,8-8-2015,,,,27 AVENUE DE LA GARE,CAGNES SUR MER,,6800,,,,"Sun,Mon,Tue,Wed,Thu,Fri,Sat","09:00 - 12:00,00:00 - 00:00","09:00 - 19:00,00:00 - 00:00","09:00 - 19:00,00:00 - 00:00","09:00 - 19:00,00:00 - 00:00","09:00 - 19:00,00:00 - 00:00","09:00 - 19:00,00:00 - 00:00","09:00 - 19:00,00:00 - 00:00",,"43,6594082","7,148594",Y,01-MAR-16 10.47.35.985853000 AM,96063854F2F64A03FF2A7E76D179BCF6,
,FRMRS,4065,INTERMARCHE (ESPACE PRESSE),2658,16-1-2015,,,,,,,,,,,,,,LIEU DIT LES GRAVES,REMOLLON,,5190,,,,"Sun,Mon,Tue,Wed,Thu,Fri,Sat","09:00 - 12:00,00:00 - 00:00","09:00 - 19:00,00:00 - 00:00","09:00 - 19:00,00:00 - 00:00","09:00 - 19:00,00:00 - 00:00","09:00 - 19:00,00:00 - 00:00","09:00 - 19:00,00:00 - 00:00","09:00 - 19:00,00:00 - 00:00",,"44,465328","6,177175",Y,01-MAR-16 10.47.35.985853000 AM,AA045106ED9E3B179080CB76D8F1340D,
,FRMRS,4081,"RABAULT FLORENT,TABAC PRESSE",2658,23-3-2011,,,,,,,,,,,,,,10 AV RENE CHARTRON,MARSANNE,,26740,,,CENTRE VILLAGE,"Sun,Mon,Tue,Wed,Thu,Fri,Sat","07:00 - 12:30,00:00 - 00:00","06:30 - 12:30,15:00 - 19:00","06:30 - 12:30,15:00 - 19:00","06:30 - 12:30,15:00 - 19:00","06:30 - 12:30,15:00 - 19:00","06:30 - 12:30,15:00 - 19:00","07:00 - 12:30,15:00 - 19:00",,"44,643646","4,8735375",Y,01-MAR-16 10.47.35.985853000 AM,D8DA5F92F3A8FE95AD22B9A932678D59,
,FRMRS,4103,PROXI,7374,2-12-2005,,,,,,,,,,25-3-2016,,,26-12-2016,1 RUE DU CHATEAU,DARNEY,,88260,,,CENTRE VILLE RUE PRINCIPALE AV ANT LE CIC,"Mon,Tue,Wed,Thu,Fri,Sat","00:00 - 00:00,00:00 - 00:00","08:00 - 12:30,14:30 - 19:30","08:00 - 12:30,14:30 - 19:30","08:00 - 12:30,14:30 - 19:30","08:00 - 12:30,14:30 - 19:30","08:00 - 12:30,14:30 - 19:30","08:00 - 12:30,14:30 - 19:30",,"48,085304","6,0463552",Y,01-MAR-16 10.47.35.985853000 AM,CB2504EA3EBEF8433734EE5AAC0EBBC4,
,FRMRS,4120,PRESSE  BAR,7226,15-2-2008,,,,,,,,,,2-11-2013,26-12-2013,2-1-2014,31-3-2015,4 ROUTE ST EDOUARD,ST JOUAN DES GUERETS,,35430,,,A COTE DE LA PHARMACIE         FERME A 17H LE 24/12/15,"Sun,Mon,Tue,Wed,Thu,Fri,Sat","08:00 - 13:15,00:00 - 00:00","06:45 - 19:30,00:00 - 00:00","06:45 - 19:30,00:00 - 00:00","06:45 - 19:30,00:00 - 00:00","06:45 - 19:30,00:00 - 00:00","06:45 - 19:30,00:00 - 00:00","06:45 - 19:30,00:00 - 00:00",,"48,598946","-1,97353",Y,01-MAR-16 10.47.35.985853000 AM,080C9B92A0BECF9550CBFF4DCAFC08CD,
,FRMRS,11002,L'ART DES MANUELS,7153,11-7-2007,,,,,,,,,,,,,16-8-2013,1154 ROUTE D'ARGENT,MORESTEL,,38510,,,"ROUTE DE BELLEY, EN FACE A WEL DOM/DIA. ZONE COMMERCIAL","Tue,Wed,Thu,Fri,Sat","00:00 - 00:00,00:00 - 00:00","00:00 - 00:00,00:00 - 00:00","08:00 - 19:00,00:00 - 00:00","08:00 - 19:00,00:00 - 00:00","08:00 - 19:00,00:00 - 00:00","08:00 - 19:00,00:00 - 00:00","08:30 - 12:00,14:00 - 18:30",,"45,67255","5,4728713",Y,01-MAR-16 10.47.37.393589000 AM,C99DE14354E39EF1A3642288534F698D,
,FRMRS,11029,STATION SERVICE REGINE JUNKER,7170,15-7-2010,,,,,,,,,,3-4-2015,,,16-8-2013,10 RUE ABAINVILLE,HOUDELAINCOURT,,55130,,,,"Sun,Mon,Tue,Wed,Thu,Fri,Sat","09:30 - 12:30,00:00 - 00:00","07:30 - 19:30,00:00 - 00:00","07:30 - 13:30,16:00 - 19:30","07:30 - 13:30,16:00 - 19:30","07:30 - 13:30,16:00 - 19:30","07:30 - 19:30,00:00 - 00:00","08:00 - 19:00,00:00 - 00:00",,"48,548386","5,4695315",Y,01-MAR-16 10.47.37.393589000 AM,D53757C1DF46E5A816DDC6A86A9D501D,
,FRMRS,11037,ENVERGURE MODELISME,7153,17-5-2013,,22-12-2015,3-1-2016,,,,,,,5-11-2015,,,16-8-2013,8B BD EDOUARD HERRIOT,BOURG EN BRESSE,,1000,,,,"Tue,Wed,Thu,Fri,Sat","00:00 - 00:00,00:00 - 00:00","00:00 - 00:00,00:00 - 00:00","10:00 - 12:00,14:00 - 19:00","10:00 - 12:00,14:00 - 19:00","10:00 - 12:00,14:00 - 19:00","10:00 - 12:00,14:00 - 19:00","09:00 - 17:00,00:00 - 00:00",,"46,209877","5,2257156",Y,01-MAR-16 10.47.37.393589000 AM,B915DB2CECCCD3F724164784DAB761A8,
,FRMRS,11045,TATI BEAUVAIS,7293,31-12-2016,,,,,,,,,,,,,,RUE PIERRE ET MARIE CURIE,BEAUVAIS,,60000,,,ZAC DE THERE,"Mon,Tue,Wed,Thu,Fri,Sat","00:00 - 00:00,00:00 - 00:00","09:30 - 19:00,00:00 - 00:00","09:30 - 19:00,00:00 - 00:00","09:30 - 19:00,00:00 - 00:00","09:30 - 19:00,00:00 - 00:00","09:30 - 19:30,00:00 - 00:00","09:30 - 19:30,00:00 - 00:00",,"49,412014","2,114209",Y,01-MAR-16 10.47.37.393589000 AM,8D2D6CB594D786260EA6DD1F504D6331,
,FRMRS,11053,PRESSE LIBRAIRIE LILI,6777,27-5-2014,,,,,,,,,,,,,,3 RUE MAX PAUTRAT,SAINT FARGEAU,,89170,,,,"Sun,Mon,Tue,Wed,Thu,Fri,Sat","09:00 - 12:30,00:00 - 00:00","07:30 - 12:30,15:00 - 19:00","07:30 - 12:30,15:00 - 19:00","07:30 - 12:30,15:00 - 19:00","07:30 - 12:30,00:00 - 00:00","07:30 - 12:30,15:00 - 19:00","07:30 - 12:30,15:00 - 19:00",,"47,6401775","3,0705381",Y,01-MAR-16 10.47.37.393589000 AM,ED3A29927236C9ECBB718BA102ED6C5C,
,FRMRS,11061,LIBRAIRIE PAPETERIE,6777,1-3-2004,,,,,,,,,,,,,,6 RUE GAMBETTA,GRAY,,70100,,,EN FACE MAGASIN OPTIQUE        PRES DE TOTEM,"Tue,Wed,Thu,Fri,Sat","00:00 - 00:00,00:00 - 00:00","00:00 - 00:00,00:00 - 00:00","09:30 - 12:00,14:30 - 19:00","09:30 - 12:00,14:30 - 19:00","09:30 - 12:00,14:30 - 19:00","09:30 - 12:00,14:30 - 19:00","09:30 - 12:00,14:30 - 19:00",,"47,447956","5,590274",Y,01-MAR-16 10.47.37.393589000 AM,D8351809D6FBA40A5E356D5504DA2BA5,BP42
,FRMRS,11070,INTERMARCHE,6882,27-11-2014,,,,,,,,,,,,,,112 AVENUE DE DOMONT,MONTMORENCY,,95160,,,,"Sun,Mon,Tue,Wed,Thu,Fri,Sat","09:00 - 12:30,00:00 - 00:00","08:30 - 19:30,00:00 - 00:00","08:30 - 19:30,00:00 - 00:00","08:30 - 19:30,00:00 - 00:00","08:30 - 19:30,00:00 - 00:00","08:30 - 19:30,00:00 - 00:00","08:30 - 19:30,00:00 - 00:00",,"49,0121418","2,311388",Y,01-MAR-16 10.47.37.393589000 AM,5515C5F055EAF32C6ADD4CF0A1406F6C,
,FRMRS,11096,CAVAVIN,2216,8-10-2014,,16-2-2016,16-2-2016,,,,,,,,,,,4 IMPASSE DES TANNERIES,VARCES,,38760,,,,"Tue,Wed,Thu,Fri,Sat","00:00 - 00:00,00:00 - 00:00","00:00 - 00:00,00:00 - 00:00","09:30 - 12:30,15:00 - 19:30","09:30 - 12:30,15:00 - 19:30","09:30 - 12:30,15:00 - 19:30","09:30 - 12:30,15:00 - 19:30","09:30 - 19:30,00:00 - 00:00",,"45,0970296","5,6827493",Y,01-MAR-16 10.47.37.393589000 AM,552CEFF26C846832FD969007E6B5571D,
,FRMRS,11100,CALIPAGE,7196,16-7-2013,,20-1-2016,21-1-2016,,,,,,,2-1-2015,30-12-2015,,16-8-2013,ZAC DE LA PANCARTE,NORT SUR ERDRE,,44390,,,FACE INTERMARCHE,"Mon,Tue,Wed,Thu,Fri,Sat","00:00 - 00:00,00:00 - 00:00","09:30 - 12:30,14:30 - 19:00","09:30 - 12:30,14:30 - 19:00","09:30 - 12:30,14:30 - 19:00","09:30 - 12:30,14:30 - 19:00","09:30 - 12:30,14:30 - 19:00","09:30 - 12:30,14:30 - 19:00",,"47,44276","-1,5002549",Y,01-MAR-16 10.47.37.393589000 AM,2E673D04FEA569D6AF5D2BEADFD40AE9,
,FRMRS,11118,PACKS INFORMATIQUE,6033,15-12-2014,,,,,,,,,,14-5-2015,,,,AVENUE CHRISTOPHE COLOMB,CALVI,,20260,,,,"Mon,Tue,Wed,Thu,Fri,Sat","00:00 - 00:00,00:00 - 00:00","09:00 - 12:00,14:30 - 18:30","09:00 - 12:00,14:30 - 18:30","09:00 - 12:00,14:30 - 18:30","09:00 - 12:00,14:30 - 18:30","09:00 - 12:00,14:30 - 18:30","00:00 - 00:00,14:30 - 18:30",,"42,5531753","8,7635517",Y,01-MAR-16 10.47.37.393589000 AM,FA313DF7FF6721070FD9BEFE0BA212F2,RESIDENCE STAGNU
,FRMRS,11134,STATION TOTAL ACCESS,6068,22-11-2012,,,,,,,,,,6-2-2015,7-2-2015,,16-8-2013,22 ROUTE DE TARBES,IDRON (BIZANOS),,64320,,,,"Sun,Mon,Tue,Wed,Thu,Fri,Sat","10:00 - 14:00,17:00 - 20:00","09:00 - 20:00,00:00 - 00:00","09:00 - 20:00,00:00 - 00:00","09:00 - 20:00,00:00 - 00:00","09:00 - 20:00,00:00 - 00:00","09:00 - 20:00,00:00 - 00:00","10:00 - 14:00,17:00 - 20:00",,"43,29946","-0,3078898",Y,01-MAR-16 10.47.37.393589000 AM,6EF3DCE025301102A07B5F7F61431158,
,FRMRS,11142,DAY B DAY,6882,9-9-2015,,25-12-2015,5-1-2016,,,,,,,1-3-2016,2-3-2016,3-2-2016,,1 AV HENRI POINCARE,FONTENAY LE FLEURI,,78330,,,CCL PARC MONTAIGNE,"Sun,Tue,Wed,Thu,Fri,Sat","10:00 - 12:30,00:00 - 00:00","00:00 - 00:00,00:00 - 00:00","09:30 - 12:45,15:00 - 19:15","09:30 - 12:45,15:00 - 19:15","09:30 - 12:45,15:00 - 19:15","09:30 - 12:45,15:00 - 19:15","09:30 - 12:45,14:30 - 19:00",,"48,8142325","2,0515664",Y,01-MAR-16 10.47.37.393589000 AM,8A20BAFCD4807C34E20C1C7C6B0988D4,
,FRMRS,11185,LE CARTON DE SIX,2216,15-6-2010,,,,,,,,,,10-11-2015,26-12-2015,2-1-2016,16-8-2013,70 CHEMIN DES TEPPES,DRUMETTAZ CLARAFOND,,73420,,,,"Tue,Wed,Thu,Fri,Sat","00:00 - 00:00,00:00 - 00:00","00:00 - 00:00,00:00 - 00:00","09:30 - 12:00,15:00 - 19:00","09:30 - 12:00,15:00 - 19:00","09:30 - 12:00,15:00 - 19:00","09:30 - 12:00,15:00 - 19:00","09:30 - 12:00,14:00 - 19:00",,"45,660652","5,910758",Y,01-MAR-16 10.47.37.393589000 AM,12B5067181D91CD2133B42D8DE38E06F,
,FRMRS,11231,BOUTIQUE AMANDINE,6777,28-5-2013,,,,,,,,,,,,,,93 RUE PIERRE VERNIER,ORNANS,,25290,,,A COTE DU RESTAURANT KEBAB     FACE INST INSTANT DE PLAISIR,"Tue,Wed,Thu,Fri,Sat","00:00 - 00:00,00:00 - 00:00","00:00 - 00:00,00:00 - 00:00","10:00 - 12:30,14:00 - 19:00","10:00 - 12:30,14:00 - 19:00","10:00 - 12:30,14:00 - 19:00","10:00 - 12:30,14:00 - 19:00","10:00 - 12:30,14:00 - 19:00",,"47,10509","6,1488976",Y,01-MAR-16 10.47.37.393589000 AM,4DDFC185E54457982E761D82BF2B2B7C,
,FRMRS,11240,CLAIRE 2 LUNE,2542,28-4-2014,,,,,,,,,,,,,,1 ROUTE D OZOIR,ROISSY EN BRIE,,77680,,,ZA DE L HABITAT FACE A SUPER U,"Tue,Wed,Thu,Fri,Sat","00:00 - 00:00,00:00 - 00:00","00:00 - 00:00,00:00 - 00:00","10:00 - 12:00,13:30 - 18:00","10:00 - 12:00,13:30 - 18:00","10:00 - 12:00,13:30 - 18:00","10:00 - 12:00,13:30 - 18:00","10:00 - 16:00,00:00 - 00:00",,"48,7799446","2,6597847",Y,01-MAR-16 10.47.37.393589000 AM,5A6CE1A4968BD23A81C5F7C48018CD90,
,FRMRS,11266,MAG PRESSE DARBON,6483,12-7-2013,,,,,,,,,,,,,,16 RUE DECAZES,MARSEILLE,,13007,,,,"Sun,Mon,Tue,Wed,Thu,Fri,Sat","06:00 - 13:00,00:00 - 00:00","05:30 - 20:00,00:00 - 00:00","05:30 - 20:00,00:00 - 00:00","05:30 - 20:00,00:00 - 00:00","05:30 - 20:00,00:00 - 00:00","05:30 - 20:00,00:00 - 00:00","05:30 - 20:00,00:00 - 00:00",,"43,2879","5,359576",Y,01-MAR-16 10.47.37.393589000 AM,906D0005AB8D98F5BC4961BFA5D9736C,
,FRMRS,16047,CRYPTE TATTOO PIERCING,7153,5-12-2014,,,,,,,,,,23-5-2015,27-6-2015,2-1-2016,,2 BIS ROUTE DE LYON,JONS,,69330,,,,"Tue,Wed,Thu,Fri,Sat","00:00 - 00:00,00:00 - 00:00","00:00 - 00:00,00:00 - 00:00","11:00 - 18:00,00:00 - 00:00","11:00 - 18:00,00:00 - 00:00","11:00 - 18:00,00:00 - 00:00","11:00 - 18:00,00:00 - 00:00","11:00 - 17:00,00:00 - 00:00",,"45,8011951","5,084905",Y,01-MAR-16 10.47.38.715257000 AM,66B6EAD4C4B111A0AA414CE66588372B,
,FRMRS,16055,AUCHAN AUBAGNE,6483,1-6-2011,,,,,,,,,,,,,,ROUTE DE GEMENOS,AUBAGNE,,13400,,,,"Mon,Tue,Wed,Thu,Fri,Sat","00:00 - 00:00,00:00 - 00:00","08:00 - 22:00,00:00 - 00:00","08:00 - 22:00,00:00 - 00:00","08:00 - 22:00,00:00 - 00:00","08:00 - 22:00,00:00 - 00:00","08:00 - 22:00,00:00 - 00:00","08:00 - 22:00,00:00 - 00:00",,"43,297997","5,5904565",Y,01-MAR-16 10.47.38.715257000 AM,72E0D5269DAA72BADAC56732DB4237BA,
,FRMRS,16063,STATION SERVICE AVIA,7200,22-1-2015,,,,,,,,,,,,,,10 BOULEVVARD JEANNE D'ARC,POITIERS,,86000,,,PORTE DE PARIS,"Mon,Tue,Wed,Thu,Fri,Sat","00:00 - 00:00,00:00 - 00:00","08:00 - 20:00,00:00 - 00:00","08:00 - 20:00,00:00 - 00:00","08:00 - 20:00,00:00 - 00:00","08:00 - 20:00,00:00 - 00:00","08:00 - 20:00,00:00 - 00:00","08:00 - 20:00,00:00 - 00:00",,"46,5894416","0,3400382",Y,01-MAR-16 10.47.38.715257000 AM,D4CFC818F06D890127E725CE45B48CF3,
,FRMRS,16080,ALLIANCE EVENT,2542,12-10-2015,1-3-2016,11-1-2016,31-1-2016,1-2-2016,6-2-2016,12-2-2016,1-3-2016,,,,,,,32 RUE  VICTOR HUGOT,ALFORVILLE,,94140,,,,"Mon,Tue,Wed,Thu,Fri,Sat","00:00 - 00:00,00:00 - 00:00","09:30 - 13:00,14:00 - 20:00","09:30 - 13:00,14:00 - 20:00","09:30 - 13:00,14:00 - 20:00","09:30 - 13:00,14:00 - 20:00","09:30 - 13:00,14:00 - 20:00","09:30 - 13:00,14:00 - 20:00",,"48,804484","2,4192504",Y,01-MAR-16 10.47.38.715257000 AM,0BEAF22A468C214F295A7D6A1EFB7A9C,
,FRMRS,16101,AUCHAN AUBIERE,6769,1-6-2011,,,,,,,,,,,,,16-8-2013,"CC PLEIN SUD, ROUTE D'ISSOIRE",AUBIERE,,63170,,,,"Mon,Tue,Wed,Thu,Fri,Sat","00:00 - 00:00,00:00 - 00:00","08:30 - 21:00,00:00 - 00:00","08:30 - 21:00,00:00 - 00:00","08:30 - 21:00,00:00 - 00:00","08:30 - 21:00,00:00 - 00:00","08:30 - 21:00,00:00 - 00:00","08:30 - 21:00,00:00 - 00:00",,"45,75417","3,1307602",Y,01-MAR-16 10.47.38.715257000 AM,FFADF51D39F50B0E09682424F9075B2E,
,FRMRS,16152,CORDONNERIE LE PETIT BOUIF,6556,2-5-2005,,,,,,,,,,26-12-2015,2-1-2016,12-2-2015,,36 RUE GAMBETTA,CHERBOURG,,50100,,,CENTRE VILLE,"Tue,Wed,Thu,Fri,Sat","00:00 - 00:00,00:00 - 00:00","00:00 - 00:00,00:00 - 00:00","09:00 - 12:15,14:00 - 19:00","09:00 - 12:15,14:00 - 19:00","09:00 - 12:15,14:00 - 19:00","09:00 - 12:15,14:00 - 19:00","09:30 - 12:15,14:00 - 18:00",,"49,6383371","-1,625937",Y,01-MAR-16 10.47.38.715257000 AM,8B5101F9F489F0D7DB528F36690B03C0,
,FRMRS,16160,AUCHAN AVIGNON SUD,2658,1-6-2011,,,,,,,,,,,,,,C. COM. MISTRAL 7 M 7,AVIGNON,,84000,,,,"Mon,Tue,Wed,Thu,Fri,Sat","00:00 - 00:00,00:00 - 00:00","08:00 - 20:00,00:00 - 00:00","08:00 - 20:00,00:00 - 00:00","08:00 - 20:00,00:00 - 00:00","08:00 - 20:00,00:00 - 00:00","08:00 - 20:00,00:00 - 00:00","08:00 - 20:00,00:00 - 00:00",,"43,9208872","4,863317",Y,01-MAR-16 10.47.38.715257000 AM,45202B453110860DA8307E7A6B91F7AF,RAYON LIBRE SERVICE
,FRMRS,16179,A L'INFINI,6777,15-1-2016,,,,,,,,,,23-1-2016,,,,16 RUE DU COMMERCE,FOUCHERANS,,39100,,,,"Tue,Wed,Thu,Fri,Sat","00:00 - 00:00,00:00 - 00:00","00:00 - 00:00,00:00 - 00:00","09:00 - 12:00,14:00 - 18:00","09:00 - 12:00,14:00 - 18:00","09:00 - 12:00,14:00 - 17:00","09:00 - 18:00,00:00 - 00:00","08:30 - 13:30,00:00 - 00:00",,"47,0822508","5,453639",Y,01-MAR-16 10.47.38.715257000 AM,5DCB9C22A89A046C65525E516F8AE881,
,FRMRS,16217,LIBRAIRIE PRESSE TABAC LOTO,2658,26-11-2007,,,,,,,,,,,,,,32 RUE PASTEUR,ANNEYRON,,26140,,,CENTRE VILLE                   ANNEYRON,"Mon,Tue,Wed,Thu,Fri,Sat","00:00 - 00:00,00:00 - 00:00","06:30 - 12:00,14:00 - 19:00","06:30 - 12:00,14:00 - 19:00","06:30 - 12:00,14:00 - 19:00","06:30 - 12:00,14:00 - 19:00","06:30 - 12:00,14:00 - 19:00","06:30 - 12:00,14:00 - 19:00",,"45,271645","4,8861074",Y,01-MAR-16 10.47.38.715257000 AM,4F3BB65841467CF79BE2FFBF04AEB398,
,FRMRS,16241,XD EXPRESS,7374,14-10-2015,,29-1-2016,9-2-2016,,,,,,,25-3-2016,,,26-12-2016,11 RUE DE BOSTON,STRASBOURG,,67000,,,CENTRE COMMERCIAL DERRIERE SUB WAY A COTE POINT SOLEIL,"Mon,Tue,Wed,Thu,Fri,Sat","00:00 - 00:00,00:00 - 00:00","10:00 - 13:00,14:00 - 19:00","10:00 - 13:00,14:00 - 19:00","10:00 - 13:00,14:00 - 19:00","10:00 - 13:00,14:00 - 19:00","10:00 - 13:00,14:00 - 19:00","10:00 - 13:00,14:00 - 19:00",,"48,5768705","7,7697649",Y,01-MAR-16 10.47.38.715257000 AM,1DE997FD2B3050252B2E61CFE824A16F,
,FRMRS,16250,JOLIS MOMES,7188,2-2-2015,,31-12-2015,4-1-2016,20-2-2016,29-2-2016,,,,,28-10-2015,29-10-2015,30-10-2015,,237 AVENUE DE NIMES,ST BRES,,34670,,,PROCHE LIDL,"Tue,Wed,Thu,Fri,Sat","00:00 - 00:00,00:00 - 00:00","00:00 - 00:00,00:00 - 00:00","10:00 - 12:00,15:00 - 18:15","10:00 - 12:00,15:00 - 18:15","10:00 - 12:00,15:00 - 18:15","10:00 - 12:00,15:00 - 18:15","10:00 - 12:00,15:00 - 18:15",,"43,664503","4,036185",Y,01-MAR-16 10.47.38.715257000 AM,E08770D2EC2DF7428CD97D1B55F7C23E,
